origin_id,canonical_name,aliases,geo_type,parent_path,hierarchy_path,source_section,source_line,mapping_status,coordinate_status,coordinate_eligible,in_total_master,in_human_summary,in_existing_origin_master,conflict_flags,source_reference,notes
OMR-3EEBC1751B,新武,,待人工判定,通关镇/通关古茶山,通关镇/通关古茶山/新武,普洱｜墨江,1613,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1613,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9137B2FAC5,景坝,,待人工判定,通关镇/通关古茶山,通关镇/通关古茶山/景坝,普洱｜墨江,1614,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1614,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-5FA76DE3BB,毕库,,待人工判定,通关镇/通关古茶山,通关镇/通关古茶山/毕库,普洱｜墨江,1615,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1615,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-0636CE44AA,永平?,,待人工判定,通关镇/通关古茶山,通关镇/通关古茶山/永平?,普洱｜墨江,1616,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1616,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：legacy name unresolved。
OMR-FAD42DED21,荣平村,,natural_village,通关镇,通关镇/荣平村,普洱｜墨江,1629,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1629,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-7167EC5471,华竹箐一组,,village_group,通关镇/荣平村,通关镇/荣平村/华竹箐一组,普洱｜墨江,1630,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1630,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：DISCOVERY。
OMR-B6E50C66A8,老彭村,,natural_village,坝溜古茶山                   [historical parent],坝溜古茶山                   [historical parent]/老彭村,普洱｜墨江,1637,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1637,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-5E0D93B244,骂尼村,,natural_village,坝溜古茶山                   [historical parent],坝溜古茶山                   [historical parent]/骂尼村,普洱｜墨江,1638,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1638,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-940E236DA0,老朱村,,natural_village,坝溜古茶山                   [historical parent],坝溜古茶山                   [historical parent]/老朱村,普洱｜墨江,1639,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1639,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-7544D9D4F4,联珠村,,natural_village,坝溜古茶山                   [historical parent],坝溜古茶山                   [historical parent]/联珠村,普洱｜墨江,1640,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1640,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-55C412F6D4,老围村,,natural_village,团田镇,团田镇/老围村,普洱｜墨江,1649,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1649,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E56295FFC1,大中山,,mountain,团田镇/老围村,团田镇/老围村/大中山,普洱｜墨江,1650,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1650,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CF788682E0,老围街,,待人工判定,团田镇/老围村,团田镇/老围村/老围街,普洱｜墨江,1651,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1651,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-7E3DD8B28D,密封沟,,待人工判定,团田镇/老围村,团田镇/老围村/密封沟,普洱｜墨江,1652,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1652,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-774E42897C,庐山,,mountain,团田镇/老围村,团田镇/老围村/庐山,普洱｜墨江,1653,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1653,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-A83B6882B5,凹白果,,待人工判定,团田镇/老围村,团田镇/老围村/凹白果,普洱｜墨江,1654,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1654,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-61DB04F7EB,萨露茶园 / 萨露体系,,microplot,团田镇/老围村,团田镇/老围村/萨露茶园 / 萨露体系,普洱｜墨江,1655,需人工确认,HOLD,false,no,no,no,compound_or_alias_name|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1655,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-64085FB3D9,宁洱镇,,township,困鹿山山体 / 广义古茶资源区       [PARENT],困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇,普洱｜宁洱,1678,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1678,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-4E05DBE83D,宽宏村,,natural_village,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村,普洱｜宁洱,1679,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1679,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1F884B23AD,困鹿山村民小组,,village_group,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组,普洱｜宁洱,1680,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1680,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-3311437CAC,困鹿山生产茶区,,county,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组/困鹿山生产茶区,普洱｜宁洱,1681,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1681,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：PARENT。
OMR-B4B4A4D807,困鹿山皇家古茶园,,microplot,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组/困鹿山皇家古茶园,普洱｜宁洱,1682,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1682,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：INTERVAL。
OMR-0392D0B94A,细叶古树材料,,待人工判定,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组/困鹿山皇家古茶园,困鹿山山体 / 广义古茶资源区       [PARENT]/宁洱镇/宽宏村/困鹿山村民小组/困鹿山皇家古茶园/细叶古树材料,普洱｜宁洱,1683,需人工确认,PROVISIONAL,true,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1683,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：PROVISIONAL C+。
OMR-4E2F331ED9,扎罗山古茶山,,tea_area,磨黑镇,磨黑镇/扎罗山古茶山,普洱｜宁洱,1690,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1690,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / precise village unresolved。
OMR-3F7FA8B8B1,庆明村,,natural_village,磨黑镇,磨黑镇/庆明村,普洱｜宁洱,1691,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1691,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-775495E474,新寨山,,natural_village,磨黑镇/庆明村,磨黑镇/庆明村/新寨山,普洱｜宁洱,1692,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1692,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：DISCOVERY_HIGH。
OMR-E237DDF48F,板山古茶区,,county,勐先镇,勐先镇/板山古茶区,普洱｜宁洱,1699,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1699,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：PARENT / HOLD。
OMR-5F2247E4C0,金竹林箐?,,待人工判定,勐先镇/板山古茶区,勐先镇/板山古茶区/金竹林箐?,普洱｜宁洱,1700,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1700,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-5FD36FCA57,茶山箐?,,tea_area,勐先镇/板山古茶区,勐先镇/板山古茶区/茶山箐?,普洱｜宁洱,1701,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1701,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-285125DCD7,白草地?,,待人工判定,勐先镇/板山古茶区,勐先镇/板山古茶区/白草地?,普洱｜宁洱,1702,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1702,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-C0F0E75721,竹山村,,natural_village,勐先镇,勐先镇/竹山村,普洱｜宁洱,1703,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1703,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：MODERN_TEA_AREA。
OMR-2B2EBC9911,永胜村,,natural_village,梅子镇,梅子镇/永胜村,普洱｜宁洱,1710,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1710,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1B4482725A,干坝子大山,,mountain,梅子镇/永胜村,梅子镇/永胜村/干坝子大山,普洱｜宁洱,1711,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1711,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-336A33F2FC,摆尾箐,,待人工判定,梅子镇/永胜村/干坝子大山,梅子镇/永胜村/干坝子大山/摆尾箐,普洱｜宁洱,1712,需人工确认,PROVISIONAL,true,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1712,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：PROVISIONAL C。
OMR-CDB005726C,温泉村,,natural_village,宁洱镇,宁洱镇/温泉村,普洱｜宁洱,1719,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1719,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-F509931B05,贰龙山,,mountain,宁洱镇/温泉村,宁洱镇/温泉村/贰龙山,普洱｜宁洱,1720,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1720,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：MATURE_ECOLOGICAL_TEA_GARDEN。
OMR-77E8CA6EB8,龙潭坝片区 / 茶场,,待人工判定,宁洱镇,宁洱镇/龙潭坝片区 / 茶场,普洱｜宁洱,1721,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1721,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：MODERN_TEA_AREA。
OMR-9FD2214CF1,无量山,,mountain,景东县,景东县/无量山,普洱｜景东,1734,可自动填充,HIERARCHY_ONLY,unassessed,yes,yes,yes,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1734,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：ecological_anchor。
OMR-E95763D3DC,哀牢山,,mountain,景东县,景东县/哀牢山,普洱｜景东,1735,可自动填充,HIERARCHY_ONLY,unassessed,yes,no,yes,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1735,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：ecological_anchor。
OMR-F1BB99A246,迤仓村,,natural_village,安定镇,安定镇/迤仓村,普洱｜景东,1756,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1756,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-89B82930AB,南诏老仓贡茶园,,microplot,安定镇/迤仓村,安定镇/迤仓村/南诏老仓贡茶园,普洱｜景东,1757,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1757,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-5D7138DF19,帮崴村,,natural_village,文龙镇,文龙镇/帮崴村,普洱｜景东,1762,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1762,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-8233816A3C,帮迈村,,natural_village,文龙镇,文龙镇/帮迈村,普洱｜景东,1763,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1763,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-86BAC59576,丁帕村,,natural_village,林街乡,林街乡/丁帕村,普洱｜景东,1770,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1770,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-813F9FAF92,磨刀河,,待人工判定,林街乡/丁帕村,林街乡/丁帕村/磨刀河,普洱｜景东,1771,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1771,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / VERY HIGH。
OMR-5904B5DF11,二道河,,待人工判定,林街乡/丁帕村,林街乡/丁帕村/二道河,普洱｜景东,1772,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1772,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD。
OMR-915EFB997E,大平掌,,待人工判定,林街乡/丁帕村,林街乡/丁帕村/大平掌,普洱｜景东,1773,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1773,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD。
OMR-11B8855CDA,广义历史金鼎体系,,historical_region,景福镇,景福镇/广义历史金鼎体系,普洱｜景东,1778,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1778,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-5ED4075316,凤冠,,待人工判定,景福镇/广义历史金鼎体系,景福镇/广义历史金鼎体系/凤冠,普洱｜景东,1779,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1779,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-FBD6F9F56D,文冒村,,natural_village,漫湾镇,漫湾镇/文冒村,普洱｜景东,1784,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1784,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-5EA33FBE34,温岭古茶园,,microplot,漫湾镇/文冒村,漫湾镇/文冒村/温岭古茶园,普洱｜景东,1785,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1785,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / VERY HIGH。
OMR-67D92188D5,丙必村,,natural_village,文井镇,文井镇/丙必村,普洱｜景东,1790,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1790,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-78B0FCB97B,长地山小组,,village_group,文井镇/丙必村,文井镇/丙必村/长地山小组,普洱｜景东,1791,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1791,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / VERY HIGH。
OMR-86675FA888,温卜村,,natural_village,锦屏镇,锦屏镇/温卜村,普洱｜景东,1796,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1796,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E8682C59CD,景东黄草坝,,待人工判定,锦屏镇/温卜村,锦屏镇/温卜村/景东黄草坝,普洱｜景东,1797,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1797,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD。
OMR-D38F9A2CAE,黄草岭村,,natural_village,锦屏镇,锦屏镇/黄草岭村,普洱｜景东,1798,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1798,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：SEPARATE PLACE。
OMR-B6FA2161D7,长发村,,natural_village,大朝山东镇,大朝山东镇/长发村,普洱｜景东,1809,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1809,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-224FB07900,芦山村,,natural_village,花山镇,花山镇/芦山村,普洱｜景东,1814,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1814,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-ED35BB5DCA,哀牢山一号,,mountain,花山镇/芦山村,花山镇/芦山村/哀牢山一号,普洱｜景东,1815,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1815,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / project-named ancient tea area。
OMR-6BB04BFECC,国庆古茶山 / 田房古茶山,,tea_area,国庆乡,国庆乡/国庆古茶山 / 田房古茶山,普洱｜江城,1846,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1846,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：PARENT。
OMR-A7B1F8F147,田房村,,natural_village,国庆乡/国庆古茶山 / 田房古茶山,国庆乡/国庆古茶山 / 田房古茶山/田房村,普洱｜江城,1847,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1847,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-DD68E77AAD,田房寨,,natural_village,国庆乡/国庆古茶山 / 田房古茶山/田房村,国庆乡/国庆古茶山 / 田房古茶山/田房村/田房寨,普洱｜江城,1848,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1848,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-049CCB3237,阿卡洛垛,,待人工判定,国庆乡/国庆古茶山 / 田房古茶山/田房村,国庆乡/国庆古茶山 / 田房古茶山/田房村/阿卡洛垛,普洱｜江城,1849,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1849,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-73BA6A17F2,嘎勒村,,natural_village,国庆乡/国庆古茶山 / 田房古茶山,国庆乡/国庆古茶山 / 田房古茶山/嘎勒村,普洱｜江城,1850,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1850,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-561865D45A,麻栗树,,待人工判定,国庆乡/国庆古茶山 / 田房古茶山/嘎勒村,国庆乡/国庆古茶山 / 田房古茶山/嘎勒村/麻栗树,普洱｜江城,1851,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1851,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-B2340D22D4,洛捷村,,natural_village,国庆乡/国庆古茶山 / 田房古茶山,国庆乡/国庆古茶山 / 田房古茶山/洛捷村,普洱｜江城,1852,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1852,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-B26BF83C58,普家村,,natural_village,国庆乡/国庆古茶山 / 田房古茶山/洛捷村,国庆乡/国庆古茶山 / 田房古茶山/洛捷村/普家村,普洱｜江城,1853,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1853,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD / HIGH。
OMR-689AFBEA8E,山神庙等,,mountain,国庆乡/国庆古茶山 / 田房古茶山,国庆乡/国庆古茶山 / 田房古茶山/山神庙等,普洱｜江城,1854,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1854,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD。
OMR-B77647CBB6,高山村,,natural_village,曲水镇,曲水镇/高山村,普洱｜江城,1861,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1861,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E39C370F76,曲水高山古茶山,,tea_area,曲水镇/高山村,曲水镇/高山村/曲水高山古茶山,普洱｜江城,1862,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1862,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：HOLD。
OMR-03E2F17A82,拉珠村,,natural_village,曲水镇,曲水镇/拉珠村,普洱｜江城,1863,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:1863,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
